	Train acc	Test acc	Train loss	Test loss
0	0.0	0.0	0.0	0.0
1	17.90999984741211	18.049999237060547	2.409624374771118	2.4072675914764403
2	10.329999923706055	10.229999542236328	2.5236586944580077	2.5145080234527586
3	26.799999237060547	27.3799991607666	2.3226165458679198	2.317327107620239
4	30.43000030517578	30.670000076293945	1.9212539421081543	1.9223599008560182
5	35.029998779296875	36.130001068115234	1.8586128425598145	1.8532983657836914
6	39.02000045776367	37.72999954223633	1.8391329421997071	1.8508137741088868
7	38.630001068115234	38.130001068115234	2.1353504650115966	2.160997992324829
8	26.530000686645508	26.18000030517578	3.2149603801727293	3.28700515537262
9	37.790000915527344	37.54999923706055	3.0736888008117678	3.0857272579193116
10	41.93000030517578	40.130001068115234	1.9869841144561768	2.070282064819336
11	36.900001525878906	36.20000076293945	2.2512143920898438	2.300053993225098
12	25.280000686645508	25.25	2.393457562637329	2.433348052597046
13	36.91999816894531	36.54999923706055	2.1931943618774414	2.2529280233383178
14	46.529998779296875	45.529998779296875	1.4689520023345948	1.5066608556747436
15	49.4900016784668	48.79999923706055	1.5745550022125243	1.6309640298843384
16	47.5099983215332	45.27000045776367	1.5159583881378174	1.5925700716018676
17	42.619998931884766	41.09000015258789	2.0162402151107788	2.113183977127075
18	37.279998779296875	36.619998931884766	2.019993084526062	2.0627492664337157
19	44.65999984741211	42.150001525878906	2.0109781377792357	2.1225169992446897
20	46.45000076293945	44.84000015258789	1.5701406650543213	1.629425507545471
21	55.900001525878906	52.86000061035156	1.2331956414222718	1.3147394037246705
22	51.33000183105469	48.84000015258789	1.3087473896980286	1.4050700994491576
23	55.310001373291016	51.56999969482422	1.2474437116622925	1.3642349180221558
24	54.540000915527344	51.220001220703125	1.2547452381134032	1.3749524600982665
25	58.33000183105469	54.56999969482422	1.1699807215690612	1.300568879699707
26	61.63999938964844	56.2599983215332	1.0819537324905395	1.232873382949829
27	56.0	52.189998626708984	1.2365616289138794	1.3918496479034423
28	54.119998931884766	50.06999969482422	1.3794632034301757	1.533217116165161
29	58.119998931884766	53.970001220703125	1.1727373477935792	1.328904301261902
30	61.93000030517578	57.119998931884766	1.063332869911194	1.2279325846672058
31	60.5099983215332	55.939998626708984	1.0797271076202393	1.2411058471679688
32	57.84000015258789	53.099998474121094	1.1606864238739014	1.3130694767951965
33	59.150001525878906	53.400001525878906	1.127659523010254	1.298247538948059
34	57.880001068115234	52.56999969482422	1.1615219787597657	1.330877988243103
35	60.470001220703125	55.38999938964844	1.1022976710319519	1.2705556034088135
36	63.11000061035156	57.90999984741211	1.022269030380249	1.1981143262863159
37	58.439998626708984	53.150001525878906	1.1680135381698609	1.360156461906433
38	56.349998474121094	51.7400016784668	1.2930311866760253	1.4847942548751831
39	61.40999984741211	55.029998779296875	1.0875381318092345	1.3055081611633301
40	63.529998779296875	57.5	1.0264203266143799	1.2231785670280457
41	65.19999694824219	58.70000076293945	0.9811926995277405	1.1700533418655394
42	62.709999084472656	56.54999923706055	1.0406168026924134	1.2313232049942016
43	64.63999938964844	56.939998626708984	1.0045313556671143	1.2242090162277222
44	62.849998474121094	55.25	1.0468182666778565	1.2621539841651916
45	63.45000076293945	56.619998931884766	1.0248466199874877	1.2162348384857178
46	65.30999755859375	58.380001068115234	0.9856654363632202	1.177183962059021
47	63.36000061035156	56.7599983215332	1.0076307874679566	1.2362874839782716
48	61.54999923706055	55.0099983215332	1.0884041934967041	1.2917748054504394
49	64.30999755859375	56.869998931884766	0.9995501844406128	1.2213588163375855
50	67.11000061035156	59.130001068115234	0.9483283870697021	1.168557919406891
51	67.41999816894531	58.41999816894531	0.955426265335083	1.1774743675231933
52	63.93000030517578	56.47999954223633	1.0270611413955688	1.234339174079895
53	63.90999984741211	56.66999816894531	1.020601902770996	1.227054655647278
54	62.2599983215332	54.97999954223633	1.0437590211868286	1.2610445100784302
55	64.18000030517578	56.560001373291016	1.0036259411811828	1.225287794303894
56	65.37000274658203	58.58000183105469	0.972789099407196	1.1671942476272583
57	63.91999816894531	56.529998779296875	1.0128799425125121	1.239601449584961
58	62.7400016784668	54.869998931884766	1.0591467761993407	1.286601000213623
59	64.18000030517578	57.11000061035156	0.9892108295440674	1.2153190362930297
60	67.5	59.709999084472656	0.9356333078384399	1.1604986644744872
61	67.26000213623047	59.5	0.9391627365112305	1.1650978744506837
